Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,publish:1:sensor/zone-20250616210237-567/equip-20250616210237-567/UA10H-REAL-24368238/humidity,40,0,15,23.102301359176636,11.268854141235352,126.12152099609375,261.925,0.0015873337784122162,0.0,15,16,18,40,47,79,130,130,130,130,130
MQTT,publish:1:sensor/zone-20250616210237-567/equip-20250616210237-567/UA10H-REAL-24368238/pressure,48,0,14,33.965165416399635,10.642766952514648,273.64611625671387,261.7916666666667,0.0019048005340946595,0.0,14,15,16,17,120,200,270,270,270,270,270
MQTT,publish:1:sensor/zone-20250616210237-567/equip-20250616210237-567/UA10H-REAL-24368238/reactive_power,51,0,13,17.987611247043983,10.761260986328125,81.80451393127441,271.62745098039215,0.002023850567475576,0.0,13,14,15,16,18,58,65,82,82,82,82
MQTT,publish:1:sensor/zone-20250616210237-567/equip-20250616210237-567/UA10H-REAL-24368238/temp,44,0,14,23.08147061954845,9.720563888549805,126.13153457641602,259.15909090909093,0.001746067156253438,0.0,14,15,16,16,59,91,130,130,130,130,130
MQTT,publish:1:sensor/zone-20250616210237-567/equip-20250616210237-567/UA10H-REAL-24368238/vibration,54,0,13,16.61341278641312,9.91201400756836,169.33608055114746,261.98148148148147,0.002142900600856492,0.0,13,14,14,15,16,17,34,170,170,170,170
MQTT,publish:1:sensor/zone-20250616210238-435/equip-20250616210238-435/UA10H-REAL-24623179/active_power,43,0,13,19.816736842310707,10.393142700195312,157.0429801940918,269.51162790697674,0.0017063838117931324,0.0,13,14,14,15,47,50,160,160,160,160,160
MQTT,publish:1:sensor/zone-20250616210238-435/equip-20250616210238-435/UA10H-REAL-24623179/humidity,43,0,14,22.27718885554824,9.957313537597656,154.8910140991211,261.95348837209303,0.0017063838117931324,0.0,14,15,16,17,28,90,150,150,150,150,150
MQTT,publish:1:sensor/zone-20250616210238-435/equip-20250616210238-435/UA10H-REAL-24623179/pressure,34,0,13,17.475576961741726,9.815454483032227,118.68691444396973,261.94117647058823,0.0013492337116503838,0.0,13,14,15,15,19,47,120,120,120,120,120
MQTT,publish:1:sensor/zone-20250616210238-435/equip-20250616210238-435/UA10H-REAL-24623179/reactive_power,36,0,13,18.613146411048042,9.919166564941406,64.16988372802734,271.6111111111111,0.0014286004005709947,0.0,13,14,15,16,47,51,64,64,64,64,64
MQTT,publish:1:sensor/zone-20250616210238-435/equip-20250616210238-435/UA10H-REAL-24623179/temp,39,0,14,26.623016748672878,10.328531265258789,282.84192085266113,259.20512820512823,0.0015476504339519109,0.0,14,14,15,16,80,86,280,280,280,280,280
MQTT,publish:1:sensor/zone-20250616210238-435/equip-20250616210238-435/UA10H-REAL-24623179/vibration,48,0,13,17.04182227452596,10.91313362121582,69.9765682220459,262.1458333333333,0.0019048005340946595,0.0,13,14,15,16,25,47,70,70,70,70,70
MQTT,publish:1:sensor/zone-20250616210239-144/equip-20250616210239-144/UA10H-REAL-24307606/active_power,49,0,13,18.372861706480688,10.539054870605469,201.6122341156006,269.53061224489795,0.001944483878554965,0.0,13,14,14,14,26,35,200,200,200,200,200
MQTT,publish:1:sensor/zone-20250616210239-144/equip-20250616210239-144/UA10H-REAL-24307606/humidity,43,0,13,14.641612075095953,10.355234146118164,39.21341896057129,261.90697674418607,0.0017063838117931324,0.0,13,14,15,15,16,24,39,39,39,39,39
MQTT,publish:1:sensor/zone-20250616210239-144/equip-20250616210239-144/UA10H-REAL-24307606/pressure,43,0,14,21.778760954391124,10.47825813293457,201.77721977233887,261.83720930232556,0.0017063838117931324,0.0,14,15,16,16,33,49,200,200,200,200,200
MQTT,publish:1:sensor/zone-20250616210239-144/equip-20250616210239-144/UA10H-REAL-24307606/reactive_power,49,0,14,22.362490089572205,10.984659194946289,167.05584526062012,271.59183673469386,0.001944483878554965,0.0,14,15,16,16,40,48,170,170,170,170,170
MQTT,publish:1:sensor/zone-20250616210239-144/equip-20250616210239-144/UA10H-REAL-24307606/temp,53,0,14,18.50343200395692,9.053230285644531,262.33482360839844,259.20754716981133,0.0021032172563961865,0.0,14,14,15,15,16,18,36,260,260,260,260
MQTT,publish:1:sensor/zone-20250616210239-144/equip-20250616210239-144/UA10H-REAL-24307606/vibration,52,0,14,30.965800468738262,10.77723503112793,256.88815116882324,262.0192307692308,0.002063533911935881,0.0,14,15,18,23,48,210,250,260,260,260,260
MQTT,publish:1:sensor/zone-20250616210240-353/equip-20250616210240-353/UA10H-REAL-24068250/active_power,52,0,14,22.053113350501427,10.887861251831055,216.65430068969727,269.4807692307692,0.002063533911935881,0.0,15,15,15,16,17,110,120,220,220,220,220
MQTT,publish:1:sensor/zone-20250616210240-353/equip-20250616210240-353/UA10H-REAL-24068250/humidity,41,0,14,35.10906056659977,10.638713836669922,633.8582038879395,261.9512195121951,0.0016270171228725218,0.0,14,15,15,16,24,52,630,630,630,630,630
MQTT,publish:1:sensor/zone-20250616210240-353/equip-20250616210240-353/UA10H-REAL-24068250/pressure,51,0,14,17.34614372253418,9.809494018554688,52.91581153869629,261.7647058823529,0.002023850567475576,0.0,14,15,16,16,27,52,52,53,53,53,53
MQTT,publish:1:sensor/zone-20250616210240-353/equip-20250616210240-353/UA10H-REAL-24068250/reactive_power,59,0,14,18.555249198008394,11.024951934814453,221.65155410766602,271.66101694915255,0.002341317323158019,0.0,14,15,16,16,17,27,58,220,220,220,220
MQTT,publish:1:sensor/zone-20250616210240-353/equip-20250616210240-353/UA10H-REAL-24068250/temp,43,0,13,15.755852987599928,10.862112045288086,64.42785263061523,259.3488372093023,0.0017063838117931324,0.0,13,14,15,15,16,18,64,64,64,64,64
MQTT,publish:1:sensor/zone-20250616210240-353/equip-20250616210240-353/UA10H-REAL-24068250/vibration,56,0,14,15.560563121523176,11.691093444824219,60.098886489868164,261.94642857142856,0.002222267289777103,0.0,14,15,16,16,17,18,40,60,60,60,60
MQTT,publish:1:sensor/zone-20250616210241-471/equip-20250616210241-471/UA10H-REAL-24232787/active_power,34,0,14,16.1515334073235,10.999441146850586,62.941551208496094,269.4117647058824,0.0013492337116503838,0.0,14,15,15,16,19,42,63,63,63,63,63
MQTT,publish:1:sensor/zone-20250616210241-471/equip-20250616210241-471/UA10H-REAL-24232787/humidity,34,0,13,18.68318810182459,10.630369186401367,119.21429634094238,261.88235294117646,0.0013492337116503838,0.0,13,14,16,17,29,50,120,120,120,120,120
MQTT,publish:1:sensor/zone-20250616210241-471/equip-20250616210241-471/UA10H-REAL-24232787/pressure,53,0,13,14.744758605957031,10.332584381103516,45.24636268615723,261.8679245283019,0.0021032172563961865,0.0,13,14,14,15,16,39,44,45,45,45,45
MQTT,publish:1:sensor/zone-20250616210241-471/equip-20250616210241-471/UA10H-REAL-24232787/reactive_power,53,0,14,19.925153480385834,10.36691665649414,84.70344543457031,271.64150943396226,0.0021032172563961865,0.0,14,15,17,17,42,50,80,85,85,85,85
