Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,publish:1:sensor/zone-20250617111712-850/equip-20250617111712-850/UA10H-REAL-24998607/reactive_power,36,0,18,47.129882706536186,10.435342788696289,189.47172164916992,271.6111111111111,0.010001522691410076,0.0,19,43,57,59,170,180,190,190,190,190,190
MQTT,publish:1:sensor/zone-20250617111712-850/equip-20250617111712-850/UA10H-REAL-24998607/temp,30,0,16,53.52069536844889,11.357545852661133,412.94264793395996,259.43333333333334,0.00833460224284173,0.0,16,22,35,110,150,170,410,410,410,410,410
MQTT,publish:1:sensor/zone-20250617111712-850/equip-20250617111712-850/UA10H-REAL-24998607/vibration,29,0,15,65.69489939459439,10.202646255493164,929.5074939727783,262.0344827586207,0.008056782168080338,0.0,15,31,68,76,90,140,930,930,930,930,930
MQTT,publish:1:sensor/zone-20250617111713-104/equip-20250617111713-104/UA10H-REAL-24993917/active_power,28,0,32,75.08431162152972,12.761354446411133,686.366081237793,269.57142857142856,0.007778962093318947,0.0,36,73,96,100,130,190,690,690,690,690,690
MQTT,publish:1:sensor/zone-20250617111713-104/equip-20250617111713-104/UA10H-REAL-24993917/humidity,35,0,27,61.65739468165806,11.768579483032227,367.97022819519043,261.8857142857143,0.009723702616648684,0.0,27,37,85,110,170,300,370,370,370,370,370
MQTT,publish:1:sensor/zone-20250617111713-104/equip-20250617111713-104/UA10H-REAL-24993917/pressure,36,0,16,47.310756312476265,10.679244995117188,197.60966300964355,261.80555555555554,0.010001522691410076,0.0,17,44,81,81,130,180,200,200,200,200,200
MQTT,publish:1:sensor/zone-20250617111713-104/equip-20250617111713-104/UA10H-REAL-24993917/reactive_power,31,0,16,71.14566526105327,12.060880661010742,624.5806217193604,271.7096774193548,0.00861242231760312,0.0,16,36,52,98,130,510,620,620,620,620,620
MQTT,publish:1:sensor/zone-20250617111713-104/equip-20250617111713-104/UA10H-REAL-24993917/temp,21,0,19,56.089446658179874,10.96796989440918,336.93790435791016,259.3809523809524,0.00583422156998921,0.0,19,37,79,82,140,160,340,340,340,340,340
MQTT,publish:1:sensor/zone-20250617111713-104/equip-20250617111713-104/UA10H-REAL-24993917/vibration,36,0,16,35.31470563676622,12.673139572143555,193.58038902282715,262.02777777777777,0.010001522691410076,0.0,17,22,41,44,82,150,190,190,190,190,190
MQTT,publish:1:sensor/zone-20250617111714-289/equip-20250617111714-289/UA10H-REAL-24901392/active_power,37,0,15,88.56527869765823,11.808156967163086,1660.904884338379,269.3783783783784,0.010279342766171465,0.0,15,40,45,58,170,360,1700,1700,1700,1700,1700
MQTT,publish:1:sensor/zone-20250617111714-289/equip-20250617111714-289/UA10H-REAL-24901392/humidity,32,0,14,49.18590933084488,10.906457901000977,477.62036323547363,261.9375,0.00889024239236451,0.0,14,23,46,62,110,170,480,480,480,480,480
MQTT,publish:1:sensor/zone-20250617111714-289/equip-20250617111714-289/UA10H-REAL-24901392/pressure,24,0,16,50.601969162623085,11.21068000793457,214.2493724822998,261.5833333333333,0.006667681794273383,0.0,17,18,78,130,170,180,210,210,210,210,210
MQTT,publish:1:sensor/zone-20250617111714-289/equip-20250617111714-289/UA10H-REAL-24901392/reactive_power,33,0,15,49.17164282365279,11.825799942016602,243.33763122558594,271.54545454545456,0.009168062467125902,0.0,15,48,68,98,120,170,240,240,240,240,240
MQTT,publish:1:sensor/zone-20250617111714-289/equip-20250617111714-289/UA10H-REAL-24901392/temp,31,0,18,49.340325017129224,10.233402252197266,209.85770225524902,259.258064516129,0.00861242231760312,0.0,18,42,76,76,110,200,210,210,210,210,210
MQTT,publish:1:sensor/zone-20250617111714-289/equip-20250617111714-289/UA10H-REAL-24901392/vibration,33,0,20,48.382636272546016,10.03408432006836,255.3246021270752,262.06060606060606,0.009168062467125902,0.0,20,33,45,65,140,190,260,260,260,260,260
MQTT,publish:1:sensor/zone-20250617111715-544/equip-20250617111715-544/UA10H-REAL-24322889/active_power,38,0,29,113.72453288028115,11.565446853637695,1819.4103240966797,269.5,0.010557162840932856,0.0,30,52,77,120,230,480,1800,1800,1800,1800,1800
MQTT,publish:1:sensor/zone-20250617111715-544/equip-20250617111715-544/UA10H-REAL-24322889/humidity,39,0,16,37.94673772958609,10.157585144042969,186.36488914489746,261.9230769230769,0.010834982915694248,0.0,16,28,51,59,95,170,190,190,190,190,190
MQTT,publish:1:sensor/zone-20250617111715-544/equip-20250617111715-544/UA10H-REAL-24322889/pressure,25,0,22,57.36992835998535,10.95438003540039,239.32695388793945,261.8,0.0069455018690347745,0.0,22,55,100,120,140,160,240,240,240,240,240
MQTT,publish:1:sensor/zone-20250617111715-544/equip-20250617111715-544/UA10H-REAL-24322889/reactive_power,24,0,27,72.30023543039958,11.215686798095703,304.9752712249756,271.75,0.006667681794273383,0.0,41,66,130,140,190,230,300,300,300,300,300
MQTT,publish:1:sensor/zone-20250617111715-544/equip-20250617111715-544/UA10H-REAL-24322889/temp,25,0,45,87.49735832214355,11.16180419921875,301.074743270874,259.32,0.0069455018690347745,0.0,45,94,140,150,270,280,300,300,300,300,300
MQTT,publish:1:sensor/zone-20250617111715-544/equip-20250617111715-544/UA10H-REAL-24322889/vibration,34,0,20,48.89068182776956,10.67352294921875,224.40552711486816,261.8529411764706,0.009445882541887293,0.0,23,44,69,70,150,180,220,220,220,220,220
MQTT,publish:1:sensor/zone-20250617111716-212/equip-20250617111716-212/UA10H-REAL-24105499/active_power,25,0,54,83.27764511108398,10.650873184204102,358.0646514892578,269.48,0.0069455018690347745,0.0,54,100,120,130,210,280,360,360,360,360,360
MQTT,publish:1:sensor/zone-20250617111716-212/equip-20250617111716-212/UA10H-REAL-24105499/humidity,35,0,20,51.19763783046177,11.519908905029297,233.28900337219238,261.8857142857143,0.009723702616648684,0.0,20,42,83,99,160,190,230,230,230,230,230
MQTT,publish:1:sensor/zone-20250617111716-212/equip-20250617111716-212/UA10H-REAL-24105499/pressure,33,0,27,58.4941849564061,10.354042053222656,288.81239891052246,261.75757575757575,0.009168062467125902,0.0,27,39,73,82,190,230,290,290,290,290,290
MQTT,publish:1:sensor/zone-20250617111716-212/equip-20250617111716-212/UA10H-REAL-24105499/reactive_power,32,0,15,56.34497106075287,10.673761367797852,245.25094032287598,271.71875,0.00889024239236451,0.0,18,59,86,110,160,210,250,250,250,250,250
MQTT,publish:1:sensor/zone-20250617111716-212/equip-20250617111716-212/UA10H-REAL-24105499/temp,31,0,16,60.516503549391224,9.679794311523438,383.0134868621826,259.2258064516129,0.00861242231760312,0.0,16,37,76,81,190,240,380,380,380,380,380
MQTT,publish:1:sensor/zone-20250617111716-212/equip-20250617111716-212/UA10H-REAL-24105499/vibration,38,0,19,35.97057493109452,10.755777359008789,121.53124809265137,262.0263157894737,0.010557162840932856,0.0,20,32,41,61,100,110,120,120,120,120,120
MQTT,publish:1:sensor/zone-20250617111717-732/equip-20250617111717-732/UA10H-REAL-24069493/active_power,35,0,18,57.28419167654855,11.302471160888672,364.12787437438965,269.51428571428573,0.009723702616648684,0.0,18,44,74,120,160,180,360,360,360,360,360
MQTT,publish:1:sensor/zone-20250617111717-732/equip-20250617111717-732/UA10H-REAL-24069493/humidity,32,0,17,44.953107833862305,11.72018051147461,178.33614349365234,261.9375,0.00889024239236451,0.0,23,49,67,71,130,150,180,180,180,180,180
MQTT,publish:1:sensor/zone-20250617111717-732/equip-20250617111717-732/UA10H-REAL-24069493/pressure,45,0,16,40.02431763543023,11.439800262451172,242.92826652526855,261.9111111111111,0.012501903364262594,0.0,16,25,55,57,110,140,240,240,240,240,240
MQTT,publish:1:sensor/zone-20250617111717-732/equip-20250617111717-732/UA10H-REAL-24069493/reactive_power,24,0,16,40.38873314857483,10.550975799560547,215.02256393432617,271.6666666666667,0.006667681794273383,0.0,17,20,72,73,100,110,220,220,220,220,220
MQTT,publish:1:sensor/zone-20250617111717-732/equip-20250617111717-732/UA10H-REAL-24069493/temp,22,0,20,57.61001326821067,12.400388717651367,298.2633113861084,259.27272727272725,0.006112041644750601,0.0,22,66,72,79,120,130,300,300,300,300,300
MQTT,publish:1:sensor/zone-20250617111717-732/equip-20250617111717-732/UA10H-REAL-24069493/vibration,29,1,15,61.94924486094508,0,280.03787994384766,253.06896551724137,0.008056782168080338,0.00027782007476139095,15,20,86,130,230,250,280,280,280,280,280
MQTT,publish:1:sensor/zone-20250617111718-609/equip-20250617111718-609/UA10H-REAL-24514354/active_power,49,0,18,57.60250286180146,11.179447174072266,481.1854362487793,269.61224489795916,0.013613183663308158,0.0,18,53,67,77,120,250,480,480,480,480,480
MQTT,publish:1:sensor/zone-20250617111718-609/equip-20250617111718-609/UA10H-REAL-24514354/humidity,32,0,15,41.269466280937195,11.532783508300781,158.8428020477295,261.875,0.00889024239236451,0.0,16,49,70,73,110,130,160,160,160,160,160
MQTT,publish:1:sensor/zone-20250617111718-609/equip-20250617111718-609/UA10H-REAL-24514354/pressure,34,0,19,44.70640070298139,10.670185089111328,256.36959075927734,261.8235294117647,0.009445882541887293,0.0,23,35,53,74,100,170,260,260,260,260,260
MQTT,publish:1:sensor/zone-20250617111718-609/equip-20250617111718-609/UA10H-REAL-24514354/reactive_power,32,0,16,42.90854185819626,10.989904403686523,181.21099472045898,271.6875,0.00889024239236451,0.0,16,18,53,54,140,150,180,180,180,180,180
MQTT,publish:1:sensor/zone-20250617111718-609/equip-20250617111718-609/UA10H-REAL-24514354/temp,27,0,22,48.31683194195783,11.265993118286133,178.0831813812256,259.22222222222223,0.007501142018557556,0.0,22,58,73,73,110,170,180,180,180,180,180
MQTT,publish:1:sensor/zone-20250617111718-609/equip-20250617111718-609/UA10H-REAL-24514354/vibration,36,0,14,45.48568195766873,10.50877571105957,336.70496940612793,262.0,0.010001522691410076,0.0,15,24,60,61,90,290,340,340,340,340,340
MQTT,publish:1:sensor/zone-20250617111719-116/equip-20250617111719-116/UA10H-REAL-24869780/active_power,32,0,15,70.37936896085739,10.632514953613281,1043.0874824523926,269.1875,0.00889024239236451,0.0,16,39,74,82,120,150,1000,1000,1000,1000,1000
MQTT,publish:1:sensor/zone-20250617111719-116/equip-20250617111719-116/UA10H-REAL-24869780/humidity,32,0,13,45.19679397344589,9.951114654541016,333.3761692047119,261.9375,0.00889024239236451,0.0,14,19,35,43,99,300,330,330,330,330,330
MQTT,publish:1:sensor/zone-20250617111719-116/equip-20250617111719-116/UA10H-REAL-24869780/pressure,31,0,14,32.55890261742376,10.69951057434082,150.15530586242676,261.7096774193548,0.00861242231760312,0.0,14,19,28,33,110,150,150,150,150,150,150
MQTT,publish:1:sensor/zone-20250617111719-116/equip-20250617111719-116/UA10H-REAL-24869780/reactive_power,26,1,14,35.26384096879225,0,277.1456241607666,261.2692307692308,0.007223321943796165,0.00027782007476139095,14,16,45,54,70,100,280,280,280,280,280
MQTT,publish:1:sensor/zone-20250617111719-116/equip-20250617111719-116/UA10H-REAL-24869780/temp,39,0,16,39.42107542967185,9.800910949707031,333.5888385772705,259.20512820512823,0.010834982915694248,0.0,16,20,40,44,110,140,330,330,330,330,330
MQTT,publish:1:sensor/zone-20250617111719-116/equip-20250617111719-116/UA10H-REAL-24869780/vibration,28,0,16,33.01911694662912,10.800838470458984,110.03494262695312,261.9642857142857,0.007778962093318947,0.0,16,28,42,53,86,110,110,110,110,110,110
MQTT,publish:1:sensor/zone-20250617111720-851/equip-20250617111720-851/UA10H-REAL-24174884/active_power,35,0,16,61.355563572474885,10.53166389465332,290.2679443359375,269.4,0.009723702616648684,0.0,16,45,72,130,200,260,290,290,290,290,290
MQTT,publish:1:sensor/zone-20250617111720-851/equip-20250617111720-851/UA10H-REAL-24174884/humidity,31,0,17,45.14355813303301,11.016368865966797,223.32167625427246,261.93548387096774,0.00861242231760312,0.0,17,24,59,80,110,170,220,220,220,220,220
MQTT,publish:1:sensor/zone-20250617111720-851/equip-20250617111720-851/UA10H-REAL-24174884/pressure,41,0,18,50.28321103351872,10.538816452026367,253.2346248626709,261.8048780487805,0.01139062306521703,0.0,18,52,68,69,120,180,250,250,250,250,250
MQTT,publish:1:sensor/zone-20250617111720-851/equip-20250617111720-851/UA10H-REAL-24174884/reactive_power,30,0,15,42.53723621368408,10.778665542602539,227.28347778320312,271.7,0.00833460224284173,0.0,16,30,31,87,130,160,230,230,230,230,230
MQTT,publish:1:sensor/zone-20250617111720-851/equip-20250617111720-851/UA10H-REAL-24174884/temp,32,0,17,58.32266807556152,11.569499969482422,403.1076431274414,259.28125,0.00889024239236451,0.0,17,30,75,93,140,270,400,400,400,400,400
MQTT,publish:1:sensor/zone-20250617111720-851/equip-20250617111720-851/UA10H-REAL-24174884/vibration,27,0,18,30.413035993222838,11.800765991210938,172.32966423034668,262.037037037037,0.007501142018557556,0.0,18,26,31,34,65,70,170,170,170,170,170
MQTT,publish:1:sensor/zone-20250617111721-538/equip-20250617111721-538/UA10H-REAL-24174656/active_power,42,0,17,69.23111847468785,9.945392608642578,331.2342166900635,269.4761904761905,0.01166844313997842,0.0,19,65,130,150,160,270,330,330,330,330,330
MQTT,publish:1:sensor/zone-20250617111721-538/equip-20250617111721-538/UA10H-REAL-24174656/humidity,31,0,16,47.52977432743196,10.782718658447266,213.08541297912598,261.7741935483871,0.00861242231760312,0.0,16,56,64,75,110,170,210,210,210,210,210
MQTT,publish:1:sensor/zone-20250617111721-538/equip-20250617111721-538/UA10H-REAL-24174656/pressure,26,0,16,39.12969735952524,9.708881378173828,154.8771858215332,261.9230769230769,0.007223321943796165,0.0,17,20,55,61,120,150,150,150,150,150,150
MQTT,publish:1:sensor/zone-20250617111721-538/equip-20250617111721-538/UA10H-REAL-24174656/reactive_power,25,0,16,31.027278900146484,11.65151596069336,123.88038635253906,271.68,0.0069455018690347745,0.0,16,21,28,45,82,110,120,120,120,120,120
MQTT,publish:1:sensor/zone-20250617111721-538/equip-20250617111721-538/UA10H-REAL-24174656/temp,37,0,16,27.69655150336188,9.857177734375,160.10069847106934,259.2972972972973,0.010279342766171465,0.0,16,19,29,33,53,91,160,160,160,160,160
MQTT,publish:1:sensor/zone-20250617111721-538/equip-20250617111721-538/UA10H-REAL-24174656/vibration,43,0,18,62.69295825514683,11.327028274536133,588.1338119506836,261.95348837209303,0.011946263214739811,0.0,18,59,87,92,150,210,590,590,590,590,590
MQTT,publish:1:sensor/zone-20250617111722-435/equip-20250617111722-435/UA10H-REAL-24017121/active_power,37,0,16,45.355932132617845,9.493112564086914,268.50390434265137,269.5405405405405,0.010279342766171465,0.0,16,28,47,80,140,180,270,270,270,270,270
MQTT,publish:1:sensor/zone-20250617111722-435/equip-20250617111722-435/UA10H-REAL-24017121/humidity,35,0,19,44.948666436331614,10.618925094604492,211.96794509887695,261.9142857142857,0.009723702616648684,0.0,19,30,67,81,120,200,210,210,210,210,210
MQTT,publish:1:sensor/zone-20250617111722-435/equip-20250617111722-435/UA10H-REAL-24017121/pressure,27,0,17,53.61129619457103,11.797666549682617,228.18589210510254,261.85185185185185,0.007501142018557556,0.0,17,30,68,120,170,180,230,230,230,230,230
MQTT,publish:1:sensor/zone-20250617111722-435/equip-20250617111722-435/UA10H-REAL-24017121/reactive_power,35,0,18,46.785041264125276,10.402202606201172,216.83120727539062,271.51428571428573,0.009723702616648684,0.0,18,43,71,87,120,160,220,220,220,220,220
MQTT,publish:1:sensor/zone-20250617111722-435/equip-20250617111722-435/UA10H-REAL-24017121/temp,28,0,17,59.440127440861296,11.659383773803711,286.7257595062256,259.25,0.007778962093318947,0.0,17,31,84,90,210,270,290,290,290,290,290
MQTT,publish:1:sensor/zone-20250617111722-435/equip-20250617111722-435/UA10H-REAL-24017121/vibration,35,0,17,92.0853819165911,10.154247283935547,1347.6660251617432,262.0285714285714,0.009723702616648684,0.0,17,38,63,79,240,310,1300,1300,1300,1300,1300
MQTT,publish:1:sensor/zone-20250617111723-522/equip-20250617111723-522/UA10H-REAL-24756158/active_power,31,0,23,50.14698736129269,12.255191802978516,233.47735404968262,269.6774193548387,0.00861242231760312,0.0,23,44,68,77,120,180,230,230,230,230,230
MQTT,publish:1:sensor/zone-20250617111723-522/equip-20250617111723-522/UA10H-REAL-24756158/humidity,21,0,16,39.29459481012253,10.481834411621094,231.5363883972168,261.85714285714283,0.00583422156998921,0.0,16,17,19,24,140,160,230,230,230,230,230
MQTT,publish:1:sensor/zone-20250617111723-522/equip-20250617111723-522/UA10H-REAL-24756158/pressure,33,0,16,39.08540985801003,9.843111038208008,205.8110237121582,261.75757575757575,0.009168062467125902,0.0,16,18,30,65,120,170,210,210,210,210,210
MQTT,publish:1:sensor/zone-20250617111723-522/equip-20250617111723-522/UA10H-REAL-24756158/reactive_power,36,0,15,47.05993334452311,10.245561599731445,180.2973747253418,271.75,0.010001522691410076,0.0,16,54,85,87,130,150,180,180,180,180,180
MQTT,publish:1:sensor/zone-20250617111723-522/equip-20250617111723-522/UA10H-REAL-24756158/temp,26,0,16,74.09163621755746,10.506868362426758,473.6597537994385,259.2692307692308,0.007223321943796165,0.0,17,40,59,92,290,310,470,470,470,470,470
MQTT,publish:1:sensor/zone-20250617111723-522/equip-20250617111723-522/UA10H-REAL-24756158/vibration,32,0,17,89.56074714660645,11.326074600219727,1430.180549621582,262.0625,0.00889024239236451,0.0,18,56,92,99,140,180,1400,1400,1400,1400,1400
